state,Moisture,Vol,Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Total Sulfur,Sulfate S,Pyr S,Org S,Hocbtu
Kentucky,3.5,42.1,7.6,5.6,72,1.3,11.7,1.9,0.01,0.81,1.09,13041
Kentucky,5.2,43.9,6.4,6,70.4,1.4,13.9,1.9,0.01,0.86,1.06,12815
Kentucky,1.72,33.81,14.18,4.86,69.35,1.81,7.91,1.89,0.04,1.27,0.58,12367
Kentucky,3.36,37.52,12.15,5.19,69.06,1.25,10.47,1.88,0.03,1.09,0.76,12533
Kentucky,12.26,36.28,4.75,6.05,65.75,1.66,19.91,1.88,0.05,0.78,1.05,11859
Kentucky,2.4,37.71,18.09,4.81,64.36,1.54,9.34,1.86,0.02,1.28,0.56,11520
Kentucky,2.79,38.43,3.4,5.55,77.6,1.86,9.75,1.84,0.09,1.15,0.6,14150
Kentucky,9.57,37.3,7.4,5.64,66.95,1.37,16.8,1.84,0.02,1.29,0.53,12192
Kentucky,5.18,38.78,3.87,5.61,74.62,1.54,12.54,1.82,0.24,0.95,0.63,13301
Kentucky,9.66,35.63,3.54,5.86,70.68,1.34,16.77,1.81,0.02,1.32,0.47,12822
Kentucky,2,33.1,19.2,4.6,64.5,1.3,8.6,1.8,0.02,0.89,0.87,11598
Kentucky,3,35.6,10.3,5.2,71.5,1.5,9.6,1.8,0.01,1.13,0.62,12851
Kentucky,3.3,32.1,19.1,4.8,63.1,1.2,9.8,1.8,0.01,1.23,0.6,11384
Kentucky,4.1,32.3,18.7,5.1,62.6,1.4,10.4,1.8,0.04,0.86,0.95,11186
Kentucky,3,37.4,7.3,5.4,73.1,1.7,10.8,1.8,0.01,1.24,0.5,13337
Kentucky,4.2,37.8,15.6,5,63.4,1.4,12.8,1.8,0.04,1.32,0.46,11440
Kentucky,5.5,38.3,11.5,5.3,67.3,1.3,12.8,1.8,0.03,1.45,0.33,12100
Kentucky,3.02,35.83,10.15,5.15,71.05,1.46,10.41,1.78,0.11,0.83,0.84,12766
Kentucky,3.29,34.13,15.25,4.91,67.58,1.55,8.94,1.77,0.05,1.06,0.66,12090
Kentucky,1.49,39.47,6.32,5.51,76.72,1.6,8.09,1.76,0.03,0.8,0.93,14046
Kentucky,3.75,36.29,7.5,5.4,73.06,1.71,10.57,1.76,0.09,0.89,0.78,12909
Kentucky,3.32,43.88,4.47,5.89,75.43,1.77,10.68,1.76,0.05,0.94,0.77,13894
Kentucky,2.6,34.78,20.18,4.68,63.34,1.33,8.73,1.74,0.07,0.98,0.69,11346
Kentucky,1.92,36.47,7.77,5.15,75.32,1.65,8.38,1.73,0.01,0.89,0.83,13408
Kentucky,3.24,38.42,10.64,5.29,70.94,1.61,9.81,1.71,0.22,0.7,0.79,12754
Kentucky,3,36.9,5,5.5,75.9,2.2,9.7,1.7,0.01,0.91,0.79,13712
Kentucky,2.5,40.1,5.8,5.7,75.2,1.6,10,1.7,0.02,0.98,0.72,13600
Kentucky,3.04,37.11,11.51,5.2,69.63,1.61,10.35,1.7,0.03,0.85,0.82,12615
Kentucky,3.5,37.3,13,5.2,66.8,1.5,11.8,1.7,0.01,0.79,0.94,12328
Kentucky,4.8,29.1,23.9,4.4,56.8,1.3,12,1.7,0.01,1.42,0.32,10213
Kentucky,3.5,36.9,8,5.5,71.4,1.4,12,1.7,0.02,0.48,1.16,12750
Kentucky,7.1,33.6,15.7,5,60.2,1.3,16,1.7,0.01,1.08,0.66,10766
Kentucky,2.95,36.17,12.54,5.19,69.87,1.58,9.13,1.69,0.09,1.02,0.58,12486
Kentucky,3.06,34.81,12.9,4.87,69.27,1.45,9.82,1.69,0.11,1,0.58,12416
Kentucky,3.55,37.16,9.1,5.28,71.26,1.65,11.02,1.69,0.06,0.91,0.72,12825
Kentucky,2.22,36.81,9.66,5.17,73.11,1.54,8.84,1.68,0.02,0.85,0.81,13036
Kentucky,3.28,38.12,8.38,5.26,73.54,1.82,9.33,1.67,0.04,0.81,0.82,13130
Kentucky,2.38,40.65,8.9,5.61,72.34,1.68,9.8,1.67,0.04,0.82,0.81,13138
Kentucky,4.52,36.31,8.98,5.39,70.63,1.71,11.62,1.67,0.03,0.81,0.83,12654
Kentucky,1.9,35.92,8.98,5.45,74.65,1.8,7.46,1.66,0.09,0.79,0.78,13401
Kentucky,3.77,38.26,4.27,5.55,76.66,1.77,10.1,1.65,0.01,1.44,0.2,13780
Kentucky,4.62,36.95,9.48,5.42,69.87,1.52,12.06,1.65,0.08,0.71,0.86,12483
Kentucky,3.25,34.7,15.57,4.89,65.6,1.5,10.8,1.64,0.07,0.91,0.66,11846
Kentucky,3.19,34.04,21.24,4.7,61.13,1.39,9.91,1.63,0.18,0.79,0.66,10932
Kentucky,4.56,35.43,8.71,5.42,70.96,1.63,11.65,1.63,0.06,0.75,0.82,12728
Kentucky,6.66,31.76,11.04,5.05,65.23,1.65,15.41,1.62,0.09,0.76,0.77,11489
Kentucky,2.89,37.7,3.51,5.64,78.16,1.86,9.22,1.61,0.06,0.99,0.56,14226
Kentucky,1.97,36.99,7.89,5.4,76.29,1.89,6.93,1.6,0.06,0.84,0.7,13673
Kentucky,2,37.3,12,5.1,70.5,1.5,9.2,1.6,0.01,0.4,1.24,12710
Kentucky,2.37,35,13.02,4.95,69.32,1.48,9.63,1.6,0.12,0.87,0.61,12328
Kentucky,2.91,33.8,20.91,4.78,61.16,1.52,9.99,1.6,0.01,0.86,0.73,11023
Kentucky,2.37,36.54,10.61,5.23,72.17,1.88,8.52,1.59,0.06,0.83,0.7,12874
Kentucky,2,38.58,3.22,5.56,79.69,2.41,7.56,1.56,0.05,0.42,1.09,14377
Kentucky,6.19,32.65,10.85,4.99,67.02,1.5,14.08,1.56,0.15,1.04,0.37,11914
Kentucky,2.41,36.44,8.57,5.19,73.67,1.73,9.29,1.55,0.01,0.68,0.86,13097
Kentucky,1.82,36.03,15.48,4.94,68.9,1.64,7.5,1.54,0.03,0.8,0.71,12364
Kentucky,2.64,32.89,11.45,5.11,72.65,1.59,7.66,1.54,0.02,0.75,0.77,12998
Kentucky,2.46,42.25,5.44,5.78,76.9,1.99,8.35,1.54,0.08,0.65,0.81,14051
Kentucky,3.18,42.37,6,5.5,73.91,1.39,11.66,1.54,0.06,0.52,0.96,13339
Kentucky,3.19,34.77,7.05,5.24,73.77,1.71,10.7,1.53,0.01,0.6,0.92,13135
Kentucky,4.38,39.54,6.85,5.55,72.62,1.57,11.88,1.53,0.14,0.65,0.74,12982
Kentucky,2.9,36.5,10.6,5.1,71,1.6,10.2,1.5,0.01,1.31,0.18,12769
Kentucky,3.8,37.3,6,5.9,74.6,1.8,10.2,1.5,0.01,0.59,0.91,13449
Kentucky,3.6,38.7,10,5.5,70.5,1.6,11,1.5,0.02,0.98,0.53,12816
Kentucky,4.4,30.9,24,4.6,57.3,1.1,11.5,1.5,0.01,1.03,0.46,10146
Kentucky,4.26,37.53,4.42,5.7,75.73,2.11,10.56,1.48,0.06,0.68,0.74,13525
Kentucky,2.45,34.61,12.17,5.04,70.17,1.6,9.55,1.47,0.04,0.56,0.87,12512
Kentucky,2.22,34.62,10.86,4.98,72.08,1.54,9.1,1.44,0.09,0.62,0.73,12882
Kentucky,5.01,36.95,9.04,5.43,70.97,1.45,11.67,1.44,0.04,0.55,0.85,12700
Kentucky,9.54,31.34,11.74,5.29,63.98,1.49,16.07,1.43,0.03,0.65,0.75,11477
Kentucky,16.25,33.3,7.77,5.72,58.57,1.17,25.34,1.43,0.02,0.3,1.11,10372
Kentucky,2.53,37.04,4.75,5.49,77.47,2.04,8.83,1.42,0.04,0.54,0.84,13902
Kentucky,2.88,33.21,15.43,4.92,67.82,1.45,8.94,1.42,0.02,0.73,0.66,12054
Kentucky,2.43,34.88,12.48,4.85,70.2,1.39,9.66,1.42,0.07,0.74,0.61,12364
Kentucky,5.69,38.47,4.22,5.75,74.79,1.71,12.11,1.42,0.1,0.57,0.75,13421
Kentucky,8.2,35.57,7.43,5.63,66.97,1.54,17.01,1.42,0.05,0.87,0.5,11953
Kentucky,2.09,34.84,8.47,5.2,74.52,2.01,8.39,1.41,0.02,0.57,0.82,13320
Kentucky,3,32.3,24.4,4.5,58.8,1.4,9.4,1.4,0.01,0.54,0.87,10574
Kentucky,2.33,36.39,4.95,5.43,76.89,1.89,9.44,1.4,0.01,0.65,0.74,13862
Kentucky,3.2,36.3,13.3,5.3,68.8,1.6,9.6,1.4,0.01,0.38,1.02,12293
Kentucky,2.3,35.5,13.8,5.2,68.6,1.3,9.7,1.4,0.09,0.35,0.98,12230
Kentucky,2.91,33.6,8.21,5.03,74.03,1.54,9.79,1.4,0.03,0.6,0.77,13062
Kentucky,2.83,37.81,10.13,5.3,71.51,1.65,10.01,1.4,0.09,0.34,0.97,12700
Kentucky,4.1,37.2,9.1,5.4,70.1,1.3,12.7,1.4,0.01,0.77,0.64,12537
Kentucky,3.36,38.46,7.2,5.62,74.22,1.71,9.86,1.39,0,0.62,0.77,13313
Kentucky,2.55,36.75,10.16,5.3,71.06,1.46,10.64,1.38,0.1,0.69,0.59,12747
Kentucky,6.09,36.31,3.4,5.5,71.36,1.92,16.44,1.38,0.05,0.29,1.04,12487
Kentucky,2.3,32.35,15.01,4.91,69.77,1.47,7.47,1.37,0,0.48,0.89,12450
Kentucky,2.6,39.72,7.17,5.44,73.76,1.64,10.62,1.37,0.07,0.47,0.83,13355
Kentucky,2.34,36.67,12.66,5.18,69.69,1.64,9.49,1.34,0.05,0.48,0.81,12457
Kentucky,3.33,37.02,7.62,5.24,73.32,1.47,11.01,1.34,0.04,0.57,0.73,12982
Kentucky,1.84,37.54,6.66,5.45,75.91,1.5,9.15,1.33,0.05,0.5,0.78,13689
Kentucky,4.31,43.38,3.83,5.78,74.97,1.43,12.66,1.33,0.08,0.53,0.72,13471
Kentucky,2.76,36.81,9.2,5.14,72.54,1.65,10.15,1.32,0.05,0.47,0.8,13000
Kentucky,5.04,36.07,4.92,5.48,73.03,1.5,13.75,1.32,0.05,0.57,0.7,13008
Kentucky,3.69,36.21,5.88,5.15,73.79,1.44,12.43,1.31,0.03,0.59,0.69,12951
Kentucky,2.5,38.3,5.2,5.7,75.9,1.7,10.2,1.3,0.06,0.8,0.43,13680
Kentucky,6.3,36.6,8,5.4,72.2,1.4,11.7,1.3,0.02,0.72,0.52,12860
Kentucky,1.96,37.52,8.06,5.29,74.37,1.83,9.16,1.29,0.03,0.57,0.69,13458
Kentucky,2.53,36.91,9.4,5.22,72.38,1.53,10.18,1.29,0.07,0.72,0.5,12899
Kentucky,5.4,38.38,6.08,5.53,72.93,1.55,12.62,1.29,0.15,0.38,0.76,13038
Kentucky,4.84,36.19,6.59,5.38,72.74,1.56,12.45,1.28,0.1,0.53,0.65,13009
Kentucky,2.38,33.55,7.44,5.17,77.03,1.38,7.71,1.27,0.04,0.52,0.71,13754
Kentucky,2.41,38.6,10.47,5.19,72.47,1.75,8.85,1.27,0.03,0.38,0.86,12902
Kentucky,2.24,33.51,7.81,5.29,77.14,1.56,6.94,1.26,0.01,0.55,0.7,13788
Kentucky,4.89,35.04,9.35,5.22,70.31,1.56,12.2,1.26,0.01,0.41,0.83,12520
Kentucky,9.07,36.85,3.72,5.99,71.76,1.5,15.77,1.26,0.02,0.65,0.59,12860
Kentucky,2.03,37.92,3.37,5.55,79.43,1.63,8.77,1.25,0.04,0.36,0.85,14177
Kentucky,3.82,33.34,13.04,4.97,68.59,1.39,10.76,1.25,0.05,0.63,0.57,12129
Kentucky,12.03,34.8,5.74,5.68,66.49,1.94,18.91,1.24,0.02,0.68,0.54,11854
Kentucky,2.28,37.62,4.92,5.51,78.03,1.97,8.35,1.22,0.06,0.35,0.81,14009
Kentucky,3.39,33.74,14.95,4.81,66.82,1.46,10.74,1.22,0.07,0.6,0.55,11727
Kentucky,3.88,36.85,7.05,5.49,73.57,1.54,11.11,1.22,0.05,0.37,0.79,13160
Kentucky,1.64,38,2.57,5.56,80.66,2.17,7.83,1.21,0.04,0.22,0.95,14526
Kentucky,1.59,37.42,6.61,5.25,74.23,1.91,10.79,1.21,0.03,0.52,0.66,13551
Kentucky,13.91,35.12,5.48,6.09,66.01,1.28,19.93,1.21,0.02,0.6,0.59,11719
Kentucky,2.2,38.1,4.9,5.6,78.2,1.7,8.4,1.2,0.01,0.34,0.85,14139
Kentucky,2.1,33,15.5,4.9,68.2,1.4,8.9,1.2,0.01,0.32,0.86,12251
Kentucky,3,29.7,23.3,4.5,60.2,1.4,9.4,1.2,0.01,0.56,0.6,10745
Kentucky,2.2,38.9,3.1,5.6,78.9,1.7,9.6,1.2,0.01,0.3,0.87,14321
Kentucky,2.4,38.4,5.3,5.7,76,1.9,9.9,1.2,0.02,0.29,0.92,13720
Kentucky,2.32,36.7,8.4,5.37,77.31,2.16,8.87,1.17,0.01,0.27,0.88,13827
Kentucky,2.15,36.88,7.83,5.36,74.18,1.68,9.78,1.17,0.01,0.52,0.64,13233
Kentucky,9.06,31.56,5.13,5.17,71.45,1.2,15.88,1.17,0.02,0.22,0.93,12169
Kentucky,3.14,36.73,7.98,5.25,74.61,1.73,9.27,1.16,0,0.67,0.49,13318
Kentucky,2.43,37.93,3.42,5.66,78.63,1.71,9.42,1.16,0,0.62,0.54,14049
Kentucky,1.65,32.21,16.18,4.83,69.12,1.48,7.24,1.15,0.02,0.6,0.53,12346
Kentucky,1.75,32.48,3.41,5.22,81.43,1.35,7.44,1.15,0.05,0.26,0.84,14364
Kentucky,4.29,35.04,11.65,5.38,70.05,1.53,10.24,1.15,0.24,0.37,0.54,12504
Kentucky,3.02,37.66,11.48,5.05,69.29,1.39,11.64,1.15,0.07,0.54,0.54,12404
Kentucky,2.17,37.89,8.03,5.26,74.16,1.54,9.87,1.14,0.11,0.55,0.48,13314
Kentucky,1.71,33.79,8.84,5.23,76.44,1.49,6.87,1.13,0.02,0.52,0.59,13692
Kentucky,1.79,37.33,4.86,5.46,78.86,1.64,8.06,1.12,0.01,0.26,0.85,14060
Kentucky,2.03,35.38,7.04,5.26,76.14,1.71,8.73,1.12,0,0.32,0.8,13689
Kentucky,2.1,33.46,14.49,4.92,68.79,1.49,9.19,1.12,0.04,0.39,0.69,12266
Kentucky,3.64,39.51,1.73,5.72,78.46,2.02,10.95,1.12,0.05,0.25,0.82,13956
Kentucky,1.35,34.55,10.94,5.05,75.27,1.51,6.12,1.11,0.01,0.63,0.47,13518
Kentucky,3.29,37.56,6.94,5.37,74.76,1.82,10,1.11,0.05,0.39,0.67,13512
Kentucky,3.47,40.33,6.85,5.73,74.17,1.61,10.53,1.11,0.12,0.19,0.8,13327
Kentucky,4.31,35.22,12.85,4.74,68.06,1.38,11.86,1.11,0.04,0.4,0.67,12146
Kentucky,5.82,35.22,8.97,5.64,69.3,1.56,13.41,1.11,0.02,0.8,0.27,12414
Kentucky,2.2,32.2,16.8,4.9,67.9,1.8,7.4,1.1,0.01,0.62,0.48,12224
Kentucky,1.8,32.5,24.8,4.7,60.1,1.3,8,1.1,0.03,0.31,0.81,10810
Kentucky,2.1,39,2.2,5.7,80.7,1.8,8.6,1.1,0,0.3,0.8,14550
Kentucky,1.9,34.3,15.8,5.1,67,1.2,9.8,1.1,0.02,0.31,0.8,12020
Kentucky,2.9,37.8,5.9,5.5,75.6,1.7,10.1,1.1,0.01,0.3,0.82,13575
Kentucky,2.8,39.7,8.7,5.5,72.5,1.8,10.4,1.1,0.01,0.24,0.87,13075
Kentucky,3.5,35.1,8.2,5.3,72.9,1.3,11.2,1.1,0.02,0.48,0.65,12880
Kentucky,3.55,37.15,11.39,5.36,68.59,1.42,12.06,1.1,0.01,0.64,0.48,12387
Kentucky,4.9,34.7,11,5.4,68.4,1.5,12.7,1.1,0.01,0.51,0.59,12334
Kentucky,6,29.2,26,4.4,52.7,1,14.8,1.1,0.02,0.42,0.68,9175
Kentucky,2.16,31.5,22.37,4.62,62,1.39,8.54,1.08,0.04,0.41,0.63,11123
Kentucky,3.38,35.11,9.28,5.27,73.04,1.74,9.59,1.08,0.16,0.26,0.66,13291
Kentucky,3.57,34.68,10.59,4.88,70.92,1.54,10.99,1.08,0.04,0.39,0.65,12309
Kentucky,11.87,32.98,11.09,5.41,62.94,1.21,18.27,1.08,0.03,0.7,0.35,11077
Kentucky,2.87,33.94,18.17,4.75,65.32,1.59,9.11,1.06,0.01,0.45,0.6,11627
Kentucky,2.67,33.68,7.31,5.08,75.46,1.51,9.58,1.06,0.07,0.27,0.72,13226
Kentucky,3.36,32.97,14.2,4.73,68.16,1.34,10.51,1.06,0.04,0.45,0.57,12103
Kentucky,3.71,33.5,12.28,4.91,68.21,1.44,12.1,1.06,0.01,0.49,0.56,12063
Kentucky,5.06,35.65,14.53,5.25,65.28,1.45,12.44,1.05,0.07,0.36,0.62,11579
Kentucky,4.1,32.76,15.64,4.68,65.09,1.31,12.24,1.04,0.09,0.27,0.68,11340
Kentucky,4.05,36.35,9.49,5.25,69.79,1.7,12.73,1.04,0.01,0.12,0.91,12536
Kentucky,3.43,34.89,8.73,4.92,71.79,1.33,12.2,1.03,0.04,0.39,0.6,12661
Kentucky,3.61,39.93,6.81,5.67,74.22,1.7,10.58,1.02,0.02,0.4,0.6,13404
Kentucky,4.36,39.54,5.55,5.51,74.91,1.57,11.44,1.02,0.07,0.33,0.62,13291
Kentucky,9.52,37.37,3.84,5.92,70.82,1.58,16.82,1.02,0.07,0.32,0.63,12597
Kentucky,2.47,38.96,4.11,5.51,78.35,1.7,9.32,1.01,0.12,0.46,0.43,13968
Kentucky,2.6,36.74,7.02,5.33,75.22,1.76,9.66,1.01,0.05,0.17,0.79,13296
Kentucky,3.58,39.29,7.29,5.57,72.85,1.67,11.58,1.01,0.02,0.33,0.66,13026
Kentucky,1.5,31.12,14.69,4.62,71.29,1.33,7.07,1,0.03,0.25,0.72,12644
Kentucky,2.67,32.67,13.11,5.03,71.44,1.45,7.97,1,0.03,0.15,0.82,12774
Kentucky,1.8,34.8,19.2,4.7,64.8,1.4,8.8,1,0.01,0.29,0.73,11612
Kentucky,1.9,36.2,4.9,5.5,77.8,1.7,9.1,1,0.04,0.11,0.82,13970
Kentucky,2.1,39.1,6.4,5.5,76.1,1.7,9.2,1,0.01,0.3,0.74,13816
Kentucky,2.4,31.8,9.5,5,73.4,1.5,9.7,1,0.01,0.24,0.72,12996
Kentucky,2.6,34.7,12.8,5.1,69.6,1.5,9.9,1,0.01,0.23,0.79,12548
Kentucky,2.5,33.1,14.6,4.9,67.6,1.7,10,1,0.01,0.4,0.6,11977
Kentucky,2.53,36.59,8.79,5.16,73.27,1.59,10.19,1,0.02,0.34,0.64,12970
Kentucky,3.1,33.2,18.7,4.8,63.5,1.5,10.5,1,0.01,0.23,0.76,11287
Kentucky,3.3,34.9,5.8,5.5,74.9,1.9,10.9,1,0.02,0.2,0.79,13350
Kentucky,3.4,35.4,12.4,5,69,1.3,11.3,1,0.01,0.24,0.76,12270
Kentucky,3.3,35.6,13.2,5.1,67.3,1.4,12,1,0.01,0.14,0.89,12064
Kentucky,3.5,39.9,4.8,5.4,75.2,1.4,12.2,1,0.01,0.46,0.55,13500
Kentucky,4,38,7.8,5.3,71.9,1.1,12.7,1,0.02,0.1,0.92,12793
Kentucky,5,31.4,15.2,4.7,65,1.3,12.8,1,0.01,0.42,0.6,11492
Kentucky,5.3,36.9,2.7,5.7,75.7,1.7,13.2,1,0.01,0.22,0.73,13525
Kentucky,4.8,33.6,9.2,5.3,69.2,2,13.4,1,0.01,0.2,0.77,12223
Kentucky,4.9,34.2,8.2,5.3,69.9,1.5,14.1,1,0.01,0.22,0.82,12481
Kentucky,6.5,37,5.1,5.3,70.4,1.5,16.7,1,0.01,0.1,0.91,12478
Kentucky,2.32,35.09,7.22,5.04,75.21,1.62,9.92,0.99,0.06,0.35,0.58,13350
Kentucky,3.67,35.7,12.3,5.08,68.11,1.49,12.03,0.99,0.05,0.35,0.59,12064
Kentucky,4.04,37.29,8.69,5.41,70.49,1.4,12.85,0.99,0.01,0.28,0.71,12687
Kentucky,2.62,33.36,13.28,4.88,69.38,1.56,9.92,0.98,0,0.2,0.78,12271
Kentucky,2.16,38.93,3.34,5.68,79.5,1.9,8.61,0.97,0,0.22,0.75,14211
Kentucky,5.77,35.97,10.44,5.22,67.97,1.46,13.94,0.97,0.04,0.11,0.82,12120
Kentucky,1.82,32.94,16.49,4.85,67.8,1.44,8.46,0.96,0.03,0.27,0.66,12235
Kentucky,1.56,39.24,5.37,5.55,77.5,1.71,8.91,0.96,0.03,0.22,0.71,13970
Kentucky,4.52,29.15,10.86,5.06,69.06,1.45,12.61,0.96,0.08,0.19,0.69,12243
Kentucky,3.23,37.52,10.59,5.27,69.69,1.56,11.94,0.95,0.03,0.28,0.64,12469
Kentucky,6.82,35.46,2.3,5.71,76.92,1.63,12.49,0.95,0.02,0.25,0.68,13714
Kentucky,5.29,38.95,4.48,5.65,73.33,1.55,14.04,0.95,0.01,0.21,0.73,13046
Kentucky,4.77,35.94,3.57,5.61,77.07,1.89,10.93,0.93,0.06,0.16,0.71,13617
Kentucky,1.55,35.56,5.2,5.15,78.87,1.59,8.27,0.92,0.02,0.15,0.75,14089
Kentucky,2.22,38.72,5.51,5.49,77.27,1.79,9.02,0.92,0.04,0.23,0.65,13879
Kentucky,2.16,35.13,2.84,5.46,79.5,2.08,9.2,0.92,0.04,0.25,0.63,14270
Kentucky,4.61,36.92,8.51,5.28,71.32,1.69,12.28,0.92,0.02,0.17,0.73,12799
Kentucky,5.84,33.21,5.58,5.42,73.49,1.67,12.92,0.92,0.02,0.13,0.77,12994
Kentucky,6.48,37.38,5.21,5.31,71.56,1.51,15.47,0.92,0.01,0.14,0.74,12655
Kentucky,2.21,31.72,17.85,4.52,66.12,1.46,9.14,0.91,0.03,0.35,0.53,11587
Kentucky,3.6,37.3,3.6,5.55,78.83,1.92,9.19,0.91,0.13,0.07,0.71,14009
Kentucky,2.42,36.38,3.65,5.35,78.64,1.9,9.55,0.91,0.02,0.23,0.66,14113
Kentucky,2.75,36.63,7.15,5.39,74.72,1.51,10.32,0.91,0.02,0.15,0.74,13336
Kentucky,1.46,38.72,1.66,5.77,82.33,2.02,7.32,0.9,0.01,0.16,0.73,14862
Kentucky,1.9,35.6,5.8,5.4,78.7,1.7,7.5,0.9,0.01,0.23,0.64,14077
Kentucky,3.3,38.5,4.8,6,77,1.9,9.5,0.9,0.01,0.48,0.37,13853
Kentucky,2.8,37,6.5,5.6,74.5,1.5,11,0.9,0.02,0.15,0.74,13310
Kentucky,4.3,34.2,13,5.2,68.3,1.3,11.2,0.9,0.01,0.32,0.6,12220
Kentucky,4.2,33.8,13,5.1,68.4,1.4,11.2,0.9,0.01,0.18,0.68,12236
Kentucky,3.94,35.88,8.49,5.28,72.65,1.41,11.27,0.9,0.02,0.31,0.57,12816
Kentucky,4.5,36,2,5.8,77.9,2,11.3,0.9,0.01,0.08,0.77,13939
Kentucky,5.48,35.49,7.46,5.44,72.51,1.5,12.19,0.9,0.03,0.08,0.79,12833
Kentucky,5.1,33.8,13.2,5.2,66.2,1.4,13.1,0.9,0.01,0.27,0.66,11848
Kentucky,5.1,32.7,17,4.9,61.8,1.3,14.1,0.9,0.04,0.4,0.49,11060
Kentucky,6.8,34.8,10.8,5.3,66.5,1.4,15.1,0.9,0.14,0.17,0.58,11850
Kentucky,7.8,36,8.8,4.9,67.1,1.4,17,0.9,0.01,0.38,0.49,11988
Kentucky,7.8,37.7,5.9,5.5,68.9,1.5,17.3,0.9,0.01,0.44,0.43,12219
Kentucky,9.7,30,16.5,4.9,56.6,1.3,19.8,0.9,0.01,0.25,0.61,9740
Kentucky,1.04,33.77,7.43,5.22,78.75,1.8,5.91,0.89,0.01,0.3,0.58,14129
Kentucky,2.95,36.5,6.59,5.42,75.62,1.76,9.72,0.89,0.05,0.16,0.68,13513
Kentucky,2.85,34.06,14.36,4.8,67.86,1.52,10.57,0.89,0.01,0.28,0.6,11953
Kentucky,3.81,34.61,14.42,5.06,67.1,1.45,11.08,0.89,0.03,0.28,0.58,12043
Kentucky,2.71,36.36,5.31,5.31,78.01,1.63,8.86,0.88,0.01,0.11,0.76,13780
Kentucky,1.81,36.01,5.23,5.48,78.74,1.52,8.16,0.87,0.04,0.15,0.68,14069
Kentucky,1.71,34.91,9.79,5.05,74.38,1.6,8.31,0.87,0.01,0.14,0.72,13312
Kentucky,2.14,35.88,5.33,5.39,78.07,1.7,8.64,0.87,0.02,0.14,0.71,13892
Kentucky,2.97,36.06,8.78,5.23,72.41,1.55,11.16,0.87,0.03,0.16,0.68,12833
Kentucky,6.74,38.03,3.24,5.73,73.72,2,14.44,0.87,0.01,0.04,0.82,13141
Kentucky,2.1,36.38,10.29,5.1,73.61,1.56,8.58,0.86,0,0.2,0.66,12953
Kentucky,2.7,34.75,8.97,5.3,74.49,1.45,8.93,0.86,0.03,0.17,0.66,13243
Kentucky,2.48,34.68,14.1,4.98,69.04,1.36,9.66,0.86,0.03,0.24,0.59,12176
Kentucky,2.54,36.84,2.76,5.58,79.2,1.66,9.94,0.86,0.03,0.17,0.66,14154
Kentucky,4.31,38.57,3.24,5.74,77.66,1.7,10.8,0.86,0.08,0.2,0.58,13934
Kentucky,9.22,33.93,3.88,5.75,71.48,1.46,16.57,0.86,0.01,0.3,0.55,12727
Kentucky,1.85,32.14,5.11,5.23,80.44,1.56,6.81,0.85,0.03,0.12,0.7,14196
Kentucky,2.66,34.79,7.17,5.32,75.77,1.41,9.48,0.85,0.03,0.29,0.53,13372
Kentucky,3.36,28.27,17.32,4.62,64.79,1.29,11.09,0.85,0.03,0.36,0.45,11302
Kentucky,3.69,36.96,8.59,5.29,71.15,1.65,12.44,0.85,0.01,0.15,0.69,12602
Kentucky,4.64,35.28,9.24,5.24,70.1,1.42,13.15,0.85,0.01,0.09,0.75,12350
Kentucky,5.14,37.32,6.68,5.32,69.86,1.71,15.58,0.85,0.03,0.33,0.49,12340
Kentucky,4.41,31.02,11.99,5.12,70.12,1.44,10.49,0.84,0.13,0.13,0.58,12428
Kentucky,1.7,31.64,12.53,4.75,73.06,1.37,7.46,0.83,0.05,0.11,0.67,12882
Kentucky,2.7,37.6,6.51,5.38,75.71,1.59,9.98,0.83,0.04,0.03,0.76,13541
Kentucky,2.85,33.33,14.56,4.87,67.4,1.37,10.97,0.83,0.02,0.22,0.59,11890
Kentucky,3.7,34.75,9.74,5.31,70.81,1.54,11.78,0.82,0.03,0.1,0.69,12589
Kentucky,6.38,35.8,4.39,5.62,74.96,1.73,12.48,0.82,0.02,0.02,0.78,13398
Kentucky,5.52,32.32,13.45,5.05,66.82,1.24,12.62,0.82,0.02,0.22,0.58,11769
Kentucky,1.45,35.58,6.75,5.35,77.79,1.64,7.66,0.81,0.03,0.15,0.63,13912
Kentucky,1.74,34.05,13.64,5.04,71.33,1.46,7.72,0.81,0.01,0.14,0.66,12713
Kentucky,3.39,36,5.32,5.53,75.86,1.84,10.64,0.81,0.04,0.08,0.69,13718
Kentucky,5.69,35.57,4.25,5.6,75.95,1.55,11.84,0.81,0.04,0.18,0.59,13579
Kentucky,3.5,33.96,5.17,5.23,74.88,1.5,12.41,0.81,0.03,0.21,0.57,13253
Kentucky,7.28,36.87,2.7,5.67,73.77,2.02,15.03,0.81,0.03,0.1,0.68,13004
Kentucky,2.2,38.6,3.5,5.5,80.1,1.6,8.5,0.8,0.01,0.09,0.71,14318
Kentucky,2,34.9,14.4,5.1,69.3,1.5,9,0.8,0.01,0.16,0.65,12549
Kentucky,1.88,36.65,7.48,5.18,75.59,1.91,9.04,0.8,0.04,0.13,0.63,13468
Kentucky,2.71,36.55,3.69,5.54,78.99,1.62,9.36,0.8,0.01,0.07,0.72,13951
