state,Moisture,Vol,Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Total Sulfur,Sulfate S,Pyr S,Org S,Hocbtu
Utah,7.7,44.26,2.66,6.3,70.35,1.56,18.54,0.59,0,0.04,0.55,12774
Utah,6.21,41.46,13.58,5.86,63.25,1.34,15.4,0.57,0.01,0.04,0.52,11529
Utah,6.39,46.84,4.09,6.39,70.98,1.51,16.46,0.57,0.01,0.07,0.49,12967
Utah,7.5,43.01,9.72,6.03,65.53,1.43,16.72,0.57,0,0.06,0.51,11998
Utah,7.42,44.47,3.54,6.37,70.49,1.54,17.5,0.56,0.01,0.08,0.47,12792
Utah,7.76,41.8,2.82,6.19,70.84,1.51,18.08,0.56,0.01,0.06,0.49,12820
Utah,5.34,35.72,6.07,5.38,72.21,1.61,14.18,0.55,0.02,0.03,0.5,12791
Utah,6.74,43.65,10.68,6.05,65.53,1.37,15.82,0.55,0.01,0.02,0.52,11984
Utah,7.72,42.59,4.3,6.12,68.97,1.43,18.63,0.55,0.01,0.03,0.51,12376
Utah,3.7,44,5.4,5.9,73.4,1.4,13.4,0.5,0.01,0.05,0.39,13270
Utah,3.1,36.2,20.8,5,59.2,1,13.5,0.5,0.02,0.06,0.44,10550
Utah,4.5,37.9,15.6,5.1,63.3,1.1,14.3,0.5,0.01,0.07,0.46,11206
Utah,4.8,46.5,6,5.7,71.3,1.4,15.1,0.5,0.02,0.12,0.34,12880
Utah,6.1,44.8,5.8,5.9,71.4,1.3,15.1,0.5,0.02,0.16,0.3,12910
Utah,6.5,35.18,6.36,5.46,70.87,1.52,15.29,0.5,0.01,0.01,0.48,12466
Utah,5.2,42.3,6.9,5.6,70.3,1.4,15.3,0.5,0.02,0.1,0.42,12520
Utah,6.32,35.43,12.33,5.12,64.68,1.16,16.21,0.5,0.02,0.13,0.35,11302
Utah,6.7,40.3,5,5.7,69.9,1.3,17.7,0.5,0,0.04,0.42,12426
Utah,8.4,38.2,12.7,6,61.4,1.3,18.2,0.5,0.01,0.22,0.25,10918
Utah,6.93,36.78,8.62,5.22,66.18,1.18,18.3,0.5,0.01,0.06,0.43,11604
Utah,11.2,33.6,14,5.4,58.3,1.2,20.6,0.5,0.01,0.19,0.32,10065
Utah,12.5,34.6,13.6,5.5,56.9,1.1,22.5,0.5,0.01,0.2,0.26,9992
Utah,19,29.5,9.5,5.7,55.1,1,28.1,0.5,0.01,0.05,0.49,9502
Utah,20.1,33.3,5.7,6.3,56.6,0.9,30,0.5,0.01,0.17,0.36,9837
Utah,21.1,34.7,4.4,6.2,56.8,0.9,31.1,0.5,0.01,0.1,0.37,9828
Utah,2.23,40.8,6.73,5.63,71.25,0.71,15.15,0.49,0.02,0.08,0.42,12671
Utah,7.36,43.88,3.21,5.93,71.92,1.43,17.02,0.49,0.01,0.04,0.44,12836
Utah,4.1,37.07,12.31,5.34,66.86,1.5,13.51,0.48,0.01,0.03,0.44,12012
Utah,7.82,43.99,2.21,6.26,71.35,1.44,18.27,0.47,0.01,0.05,0.41,12917
Utah,8.42,39.83,5.11,6.11,68.42,1.31,18.58,0.47,0.02,0.04,0.41,12161
Utah,6.37,47.2,3.76,6.48,71.97,1.38,15.95,0.46,0,0.08,0.38,13124
Utah,7.82,41.19,3.75,6.16,69.97,1.49,18.19,0.44,0.01,0.04,0.39,12479
Utah,8.12,42.14,4.08,5.96,69.54,1.53,18.47,0.42,0.01,0.03,0.38,12346
Utah,8.26,39.99,4.32,6.01,69.38,1.54,18.34,0.41,0.02,0.04,0.35,12305
Utah,3.8,45.3,8,5.9,70.8,1.4,13.5,0.4,0.01,0.08,0.31,12850
Utah,4.9,45.5,7.4,6.1,69.9,1.4,14.8,0.4,0.02,0.08,0.35,12710
Utah,6,39.4,6.7,5.5,67.3,1.3,18.8,0.4,0.04,0.03,0.36,12250
Utah,11,35.4,16.6,5.4,54.2,1,22.3,0.4,0.01,0.2,0.2,9441
Utah,14.7,27.4,27.3,4.9,44,0.9,22.5,0.4,0.02,0.08,0.26,7707
Utah,12.1,37.1,9.4,5.7,60.6,1.2,22.7,0.4,0.01,0.2,0.18,10657
Utah,30,32,7.6,5.6,41,0.8,44.6,0.4,0.01,0.02,0.39,6317
Utah,31.8,30.4,6.1,5.8,41.3,0.9,45.5,0.4,0,0.03,0.33,6458
Utah,33,30.9,8.4,6,38.4,0.8,46.1,0.4,0,0.03,0.36,6049
Utah,43.5,24.7,16.8,6.5,24.1,0.7,51.5,0.4,0,0.04,0.4,3674
Utah,41,28.4,5.7,6.7,34.5,0.8,52,0.4,0,0.01,0.36,5436
Utah,17.2,30,13.3,5.4,53.1,1.4,26.4,0.3,0.01,0.03,0.32,8971
Utah,30.2,32,5.7,6.1,42.6,0.9,44.3,0.3,0.01,0.01,0.31,6860
Utah,30.9,32.9,7.4,6.2,40.7,0.9,44.5,0.3,0.01,0.02,0.25,6567
Utah,32,31.1,14.2,5.4,33.1,0.9,46.1,0.3,0,0.03,0.31,4783
Utah,34.9,30.9,6.2,6.2,38.2,0.9,48.1,0.3,0,0.01,0.32,6090
Utah,36.7,30.1,6.3,6.5,37.4,0.8,48.7,0.3,0.01,0.01,0.29,5933
Utah,35.8,30.9,6.1,6.2,37,1,49.3,0.3,0,0.02,0.26,5829
Utah,38,29.8,10.1,6.2,32.6,0.9,49.8,0.3,0,0.02,0.29,4996
Utah,40.2,27.2,10.3,6.5,31.9,0.6,50.3,0.3,0.01,0.03,0.28,5048
Utah,40.8,27.5,10.9,6.6,30.9,0.7,50.4,0.3,0,0.02,0.32,4940
Utah,39,29.4,8.1,6.4,33.7,0.9,50.7,0.3,0.01,0.02,0.28,5160
Utah,42.6,28.3,14.4,6.5,26.5,0.7,51.6,0.3,0,0.04,0.23,4034
Utah,36.1,29.2,12.4,6.5,34.2,0.7,45.9,0.2,0,0.01,0.15,5643
Utah,37.4,29,9.6,6.7,35.2,0.7,47.6,0.2,0.01,0.01,0.2,5738
Utah,35.2,31,8.6,6.1,36,0.9,48.1,0.2,0.02,0.02,0.17,5609
Utah,37.3,26.9,13.1,6,31.6,0.8,48.2,0.2,0.02,0.03,0.14,4724
Utah,41,26.6,14.8,6.5,28.3,0.7,49.6,0.2,0,0.05,0.15,4525
Utah,39.9,28.6,12.1,6.6,30.5,0.7,49.9,0.2,0.01,0.01,0.17,4800
Utah,39.1,30.3,9.5,6.2,32.6,1,50.5,0.2,0,0.02,0.18,4931
Utah,41.7,26.8,6.5,6.6,33.7,0.8,52.2,0.2,0,0.02,0.2,5261
Utah,42.4,28.4,6.5,6.6,32.5,0.9,53.3,0.2,0.01,0.01,0.2,4974
Utah,37.1,27.6,12.5,6.2,32.3,0.8,48,0.1,0.02,0.03,0.09,5067
Virginia,4.41,31.26,11.36,5.14,69.41,1.38,6.1,6.61,0.22,5.22,1.17,12795
Virginia,1.42,40.93,9.49,5.01,72.43,1.25,6.25,5.57,0.01,3.7,1.86,13468
Virginia,1.7,33.8,11.2,5,72.8,1.6,4.2,5.2,0.05,4.2,0.97,13325
Virginia,2.6,33.9,10.5,5.2,72.9,1.1,5.4,4.9,0.02,2.85,2.05,13340
Virginia,2.2,32.8,12.7,5,71.5,1.4,4.8,4.5,0.01,3.02,1.5,13038
Virginia,5.23,30.88,10.86,5.15,70.55,1.39,7.64,4.41,0.27,2.97,1.17,12875
Virginia,1.5,33.5,10.4,5,73.5,1.2,5.5,4.4,0.02,3.3,1.09,13290
Virginia,1.25,39.41,9.92,5.05,74.11,1.4,5.3,4.22,0.03,2.54,1.65,13569
Virginia,2.5,33.1,10.6,5.2,73.3,1.5,5.3,4.2,0.01,2.54,1.62,13331
Virginia,3,34.8,7.1,5.4,74.8,1.4,7.1,4.1,0.23,2.77,1.15,13751
Virginia,2.23,38.33,9.22,5.16,72.61,1.36,7.58,4.07,0.19,2.04,1.84,13072
Virginia,2.38,34.22,5.89,5.29,76.36,1.56,6.9,4,0.69,1.61,1.7,13831
Virginia,1.9,35.2,12.3,5,72.2,1.4,5.4,3.9,0.01,2.59,1.26,13116
Virginia,4.69,38.65,9.68,5.41,69.09,1.35,10.78,3.69,0.49,1.58,1.62,12585
Virginia,1.65,31.66,11.81,4.95,72.98,1.39,5.27,3.6,0.07,2.8,0.73,13183
Virginia,2.37,36.01,9.01,5.31,73.86,2.09,6.16,3.57,0.13,2.51,0.93,13517
Virginia,2.28,35.89,6.95,5.41,76.12,1.63,6.48,3.41,0.42,1.85,1.14,13853
Virginia,1.82,30.24,14.44,4.78,70.39,1.66,5.35,3.38,0.25,2.12,1.01,12705
Virginia,2.08,34.8,7,5.33,76.5,1.74,6.09,3.34,0.11,2.2,1.03,13827
Virginia,3.9,34.3,10.5,5.2,71.8,1.2,8,3.3,0.02,2.32,0.99,12980
Virginia,6,28.2,8.7,5.2,71.8,1.5,9.5,3.3,0.02,2.2,1.12,12810
Virginia,2.55,32.1,19.02,4.67,64.34,1.36,7.32,3.29,0,2.19,1.1,11722
Virginia,1.7,43.9,11.32,5.47,71.39,1.37,7.22,3.23,0.03,2.14,1.06,13087
Virginia,1.44,40.09,6.03,5.5,77.66,1.76,5.87,3.17,0.01,1.81,1.35,14178
Virginia,1.9,36.5,5.5,5.4,77.4,1.4,7.2,3.1,0.02,2.03,1.07,14120
Virginia,2.6,34.8,6.3,5.3,76.1,1.4,7.8,3.1,0.02,1.83,1.26,13770
Virginia,3.9,35,6.1,5.4,76.3,1,8.2,3,0.02,2.12,0.91,13770
Virginia,1.33,24.98,13.78,4.55,74.58,1.43,2.72,2.94,0.08,2.07,0.79,13392
Virginia,1.39,39.12,7.41,5.26,76.59,1.69,6.12,2.93,0,2.07,0.86,13813
Virginia,3.6,32.9,5.5,5.4,74.8,1.5,9.9,2.9,0.02,1.94,0.91,13810
Virginia,2.7,30.35,11.01,4.98,73.29,1.38,6.49,2.85,0.42,1.29,1.14,13122
Virginia,2.3,33.4,4.7,5.5,79.1,1.5,6.4,2.8,0.02,2.02,0.71,14270
Virginia,2.9,32.2,11.4,5,72.2,1.5,7.1,2.8,0.22,1.77,0.77,13030
Virginia,3,34.2,8.9,5.2,73.8,1.3,8,2.8,0.02,1.65,1.15,13389
Virginia,2.37,38.95,5.99,5.47,75.97,1.81,8,2.76,0.02,1.55,1.19,13737
Virginia,0.9,27.8,7.4,4.9,79.4,1.4,4.2,2.7,0.01,1.95,0.7,14116
Virginia,2.6,33.8,6.4,5.4,76.7,1.5,7.3,2.7,0.02,1.7,0.97,13850
Virginia,4.5,29.3,16.2,4.9,65.9,1.4,8.9,2.7,0.02,1.37,1.27,11870
Virginia,2.02,35.56,6.92,5.41,77.73,1.53,5.72,2.69,0.09,1.67,0.93,14110
Virginia,3.2,27.2,9,4.8,76.4,1.1,6.1,2.6,0.01,1.37,1.17,13530
Virginia,3.9,37.1,6,5.8,75.8,1.4,8.4,2.6,0.08,1.47,1.07,13755
Virginia,8.9,34.1,7.8,5.9,69.8,1.5,12.3,2.6,0.01,2.2,0.43,12690
Virginia,2.21,35.05,9.32,5.1,73.85,1.52,7.63,2.58,0,1.79,0.79,13219
Virginia,2.1,34.61,14.21,4.91,69.27,1.37,7.67,2.57,0.01,1.71,0.85,12421
Virginia,2.39,36.47,11.64,4.99,71.46,1.58,7.79,2.54,0.02,1.49,1.03,12802
Virginia,2.3,33,6.2,5.3,78.4,1.8,5.9,2.5,0.01,1.89,0.56,14120
Virginia,1.7,37.62,5.9,5.39,78.43,1.48,6.31,2.49,0.07,1.39,1.03,14147
Virginia,2.57,31.38,12.54,4.92,72.22,1.74,6.11,2.47,0.2,1.35,0.92,12887
Virginia,3.26,31.4,5.01,5.26,78.52,1.41,7.39,2.41,0.13,1.43,0.85,14284
Virginia,2.7,32,11.6,5,72.5,0.9,7.6,2.4,0.04,1.99,0.33,13030
Virginia,3.1,34.7,6.4,5.4,76.8,1.4,7.6,2.4,0.11,0.98,1.31,13924
Virginia,3.26,29.31,8.95,4.92,75.99,1.51,6.29,2.34,0.15,1.53,0.66,13610
Virginia,3.01,38.57,11.04,5.36,70.95,1.6,8.79,2.26,0.03,1.31,0.92,12939
Virginia,3.81,30.39,7.74,5.13,75.87,1.6,7.41,2.25,0.14,1.53,0.58,13641
Virginia,1.5,33.1,14.9,5,70.5,1.3,6.1,2.2,0.01,1.91,0.25,12830
Virginia,2.4,27.6,21.4,4.3,64.8,0.9,6.4,2.2,0.01,1.47,0.72,11440
Virginia,2.7,29.46,12.01,4.92,72.92,1.46,6.49,2.2,0.26,1.16,0.78,13032
Virginia,1.66,39.31,6.35,5.39,77.32,1.97,6.78,2.19,0.01,1.36,0.82,14039
Virginia,3.7,34.9,5,5.7,77,1.4,8.8,2.1,0.02,0.96,1.14,13860
Virginia,2.84,27.28,9.76,4.87,75.51,1.44,6.36,2.06,0.22,1.13,0.71,13449
Virginia,3.8,23.9,3.8,5.1,82.4,1.2,5.5,2,0.16,1.26,0.56,14430
Virginia,3.1,32.6,10.7,5.3,73.5,0.4,8.2,2,0.01,1.09,0.9,13197
Virginia,2.04,32.01,4.97,5.29,80.19,1.48,6.02,1.98,0.05,1.16,0.74,14378
Virginia,2.51,36.22,5.08,5.31,77.69,1.73,8.23,1.96,0.1,1.11,0.75,13995
Virginia,3.34,38.08,7.46,5.35,74,1.56,9.67,1.96,0.02,0.91,1.03,13307
Virginia,3.2,34.65,5.91,5.48,78.11,1.59,6.96,1.95,0.05,1,0.9,14131
Virginia,2.37,30.95,17.6,4.74,67.19,1.2,7.34,1.93,0.06,1.27,0.6,12034
Virginia,1.83,32.8,12.28,5.03,74.25,1.43,5.09,1.92,0.09,1.22,0.61,13347
Virginia,2.8,27.4,3.4,5.2,81.8,1.3,6.4,1.9,0.07,0.75,1.06,14460
Virginia,1.9,33.5,9.6,5.3,75.4,1.4,6.5,1.8,0.14,1.03,0.66,13599
Virginia,5.62,33.02,4.14,5.5,75.93,1.24,11.39,1.8,0.3,0.49,1.01,13553
Virginia,2.49,35.41,7.86,5.21,76.84,1.61,6.77,1.71,0.01,0.88,0.82,13679
Virginia,1.6,32.4,6.8,5.1,79,1.4,6,1.7,0.01,1.08,0.58,14080
Virginia,2.54,32.22,5.3,5.22,79.46,1.59,6.76,1.67,0.07,0.88,0.72,14278
Virginia,5.8,33.43,3.94,5.49,76.17,1.14,11.59,1.67,0.3,0.41,0.96,13572
Virginia,3.48,35.51,4.43,5.45,77.72,1.65,9.13,1.62,0.01,0.55,1.06,13934
Virginia,3.4,25,6.8,4.9,79.3,1.3,6,1.6,0.02,0.71,0.91,14076
Virginia,3.3,28,15.1,4.7,70.4,1,7.2,1.6,0.03,0.89,0.66,12381
Virginia,3.4,33.7,3.9,5.8,79.5,1.8,7.4,1.6,0.02,1.18,0.39,14327
Virginia,1.9,37.6,5.7,5.4,78.3,1.6,7.5,1.6,0.04,0.91,0.62,13973
Virginia,3.7,34.5,6.4,5.9,76.5,1.7,7.9,1.6,0.01,1.2,0.38,13738
Virginia,4.9,32.3,5.3,5.6,76.5,1.1,9.9,1.6,0.25,1,0.38,13710
Virginia,1.41,37.56,11.02,5.25,73.77,1.51,6.86,1.59,0.01,0.86,0.72,13334
Virginia,3.39,31.62,5.4,5.29,78.14,1.37,8.21,1.59,0.06,0.74,0.79,14123
Virginia,3.21,26.4,22.88,4.49,60.6,1.52,8.92,1.59,0.1,0.95,0.54,11195
Virginia,2,32.6,6.7,5.3,77.5,1.5,7.5,1.5,0.04,0.67,0.81,13900
Virginia,5.9,27.7,14.9,4.9,68.1,1.3,9.4,1.5,0.24,0.65,0.57,12229
Virginia,4.48,32.55,6.91,5.38,76.2,1.54,8.49,1.48,0.11,0.71,0.66,13635
Virginia,1.35,30.82,5.72,5.14,80.73,1.27,5.67,1.47,0.01,0.7,0.76,14426
Virginia,1.77,31.24,10.78,5.2,74.21,1.45,6.88,1.46,0.02,1.18,0.24,13420
Virginia,2.77,38.38,4.26,5.55,78.92,1.85,7.96,1.46,0.04,0.59,0.83,14069
Virginia,2.51,19.1,29.55,3.91,58.28,1.09,5.72,1.45,0.24,0.73,0.48,10403
Virginia,2.06,31.26,10.13,5.06,75.31,1.41,6.66,1.43,0.21,0.59,0.63,13444
Virginia,1.86,37.21,5.87,5.58,78.33,1.78,7.02,1.42,0.02,0.43,0.97,14097
Virginia,2.6,29.2,5.3,5.1,80.5,1.5,6.2,1.4,0.02,0.52,0.84,14280
Virginia,2.61,31.67,5.31,5.26,79.78,1.31,6.94,1.4,0.09,0.49,0.82,14268
Virginia,2.87,24.06,10.49,4.79,76.32,1.38,5.63,1.39,0.14,0.6,0.65,13430
Virginia,2.11,32.85,12.2,5.05,71.57,1.53,8.26,1.39,0.02,0.53,0.84,12678
Virginia,3.7,34.3,10.31,5.28,72.3,1.53,9.19,1.39,0.04,0.57,0.78,12973
Virginia,3.13,31.08,2.27,4.95,81.99,1.72,7.71,1.36,0.09,0.49,0.78,14689
Virginia,2.67,36.22,5.04,5.37,77.92,1.75,8.58,1.34,0.01,0.63,0.7,13922
Virginia,1.62,32.75,11.88,4.99,73.91,1.41,6.48,1.33,0,0.56,0.77,13139
Virginia,1.84,34.83,11.64,5.3,73.36,1.59,6.79,1.32,0.02,0.52,0.78,13216
Virginia,1.75,35.21,7.93,5.27,76.36,1.73,7.39,1.32,0,0.47,0.85,13675
Virginia,1.89,36.48,6.34,5.38,77.76,1.73,7.47,1.32,0.01,0.69,0.62,13965
Virginia,2.13,38.01,4.92,5.53,78.83,1.86,7.54,1.32,0.03,0.49,0.8,14266
Virginia,1.55,33.65,5.99,5.22,79.81,1.71,5.96,1.31,0.09,0.61,0.61,14217
Virginia,2.41,37.31,8,5.33,75.57,1.42,8.37,1.31,0.01,0.46,0.84,13526
Virginia,2.8,31.6,2.2,5.5,82.4,1.5,7,1.3,0.03,0.41,0.84,14645
Virginia,4,33.2,6.3,5.6,77,1.8,8.1,1.3,0.02,0.84,0.46,13800
Virginia,3.41,36.3,3.25,5.51,81.27,1.59,7.09,1.29,0.05,0.58,0.66,14544
Virginia,2.87,35.79,3.87,5.43,79.64,1.47,8.31,1.28,0.03,0.68,0.57,14412
Virginia,2.51,26.92,29.25,3.96,55.86,1.09,8.57,1.27,0.01,0.62,0.64,9879
Virginia,2.64,30.29,8.96,5.05,76.9,1.37,6.48,1.24,0.09,0.58,0.57,13631
Virginia,2.19,31.27,1.93,5.47,82.93,1.65,6.78,1.24,0.12,0.34,0.78,14844
Virginia,1.79,34.68,4.81,5.28,79.79,1.62,7.27,1.23,0.03,0.39,0.81,14235
Virginia,2.02,34.17,9.64,5.23,75.18,1.56,7.17,1.22,0.05,0.42,0.75,13481
Virginia,1.9,26.8,4.2,5,82.5,1.5,5.6,1.2,0.1,0.42,0.73,14560
Virginia,1.61,27.03,5.66,4.79,80.89,1.48,5.98,1.2,0.05,0.23,0.92,14180
Virginia,2.38,30.47,4.47,5.35,81.18,1.61,6.18,1.2,0.04,0.33,0.81,14562
Virginia,1.5,33.5,11.7,5.1,74.3,1.4,6.3,1.2,0.04,0.45,0.67,13279
Virginia,1.5,33.1,12.4,5,73.3,1.6,6.5,1.2,0.02,0.48,0.74,13126
Virginia,1.5,32.9,15,4.7,70.9,1.4,6.8,1.2,0.01,0.49,0.71,12535
Virginia,2.73,30.93,6.47,5.05,78.02,1.62,7.64,1.2,0.04,0.37,0.79,14103
Virginia,2.6,31.5,3.8,5.4,80.3,1.6,7.7,1.2,0.02,0.5,0.67,14370
Virginia,3.4,32.7,14,5.2,69.9,1.4,8.2,1.2,0.01,0.33,0.81,12508
Virginia,5.1,25.6,20,4.6,64.3,1.2,8.6,1.2,0.15,0.49,0.52,11449
Virginia,2.5,36.1,2.2,5.6,80.7,1.2,9.1,1.2,0.07,0.52,0.59,14500
Virginia,7,23.3,11.3,4.9,71.4,1.2,10,1.2,0.03,0.4,0.76,12606
Virginia,5.5,33.7,6.2,5.5,75,1.4,10.6,1.2,0.06,0.44,0.65,13235
Virginia,1.73,30.1,10.96,4.91,75.34,1.3,6.3,1.19,0.07,0.63,0.49,13412
Virginia,2.18,30.81,6.29,4.78,79.53,1.53,6.7,1.17,0.05,0.55,0.57,14269
Virginia,2.09,35.47,7.3,5.22,76.73,1.7,7.88,1.17,0.08,0.42,0.67,13776
Virginia,2.74,26.95,11.13,4.91,74.89,1.5,6.39,1.16,0.14,0.36,0.6,13320
Virginia,2.58,29.22,8.44,5.11,77.26,1.56,6.48,1.15,0.07,0.37,0.71,13741
Virginia,3.8,31,7.93,5.27,75.75,1.5,8.37,1.15,0.05,0.51,0.58,13515
Virginia,4.6,24.92,16.94,4.6,67.34,1.3,8.45,1.14,0.02,0.5,0.64,12000
Virginia,2.11,32.68,19.09,4.78,66.47,1.33,7.2,1.13,0.01,0.48,0.64,11867
Virginia,7.65,27.53,2.59,5.31,78.75,1.42,10.8,1.13,0.17,0.29,0.67,13895
Virginia,1.7,33.75,9.17,5.14,76.41,1.36,6.8,1.12,0.05,0.26,0.81,13622
Virginia,2.7,33.11,8.32,5.07,75.19,1.59,8.71,1.12,0,0.32,0.8,13344
Virginia,3.79,33.04,9.43,5.16,73.62,1.49,9.18,1.12,0.02,0.42,0.68,13064
Virginia,2.28,30.29,3.75,5.33,81.93,1.5,6.35,1.11,0.02,0.47,0.62,14606
Virginia,1.99,32.96,11.96,5.05,72.9,1.66,7.29,1.11,0.07,0.38,0.65,12966
Virginia,1.9,24.8,3.6,5,84.3,1.2,4.8,1.1,0.04,0.43,0.64,14740
Virginia,1.9,32.74,5.05,5.14,80.69,1.57,6.45,1.1,0.11,0.4,0.59,14353
Virginia,1.65,31.86,13.99,4.84,72.05,1.52,6.5,1.1,0.01,0.4,0.69,12789
Virginia,2.5,28.2,12.9,4.9,72.8,1.4,7,1.1,0.01,0.65,0.45,12993
Virginia,2.2,28.4,11.2,5,74.1,1.4,7,1.1,0.1,0.23,0.81,13284
Virginia,1.91,33.57,6.31,5.31,78.9,1.38,7,1.1,0.16,0.24,0.7,14026
Virginia,3,31.5,5.6,5.3,78.8,1.5,7.7,1.1,0.03,0.25,0.79,14024
Virginia,3.9,30.8,13.2,5.3,71,1.4,8,1.1,0.19,0.32,0.62,12755
Virginia,2.7,32.8,3.2,5.6,79.9,1.5,8.7,1.1,0.02,0.67,0.42,14310
Virginia,4.3,32.3,4.9,5.6,77.8,1.6,9,1.1,0.02,0.64,0.48,13890
Virginia,3.4,35,2.5,5.7,80.3,1.2,9.2,1.1,0.02,0.3,0.78,14260
Virginia,3.5,34.4,3.6,5.6,79,1.2,9.5,1.1,0.02,0.26,0.82,14100
Virginia,0.76,27.79,3.65,4.98,83.59,1.58,5.12,1.08,0.01,0.45,0.62,14974
Virginia,2.67,31.98,4.43,4.99,81.05,1.59,6.87,1.07,0.07,0.31,0.69,14290
Virginia,0.95,20.25,27.95,3.67,62.59,0.78,3.97,1.04,0.01,0.67,0.36,10857
Virginia,3.34,32.76,3.72,5.5,80.5,1.55,7.69,1.04,0.01,0.36,0.67,14409
Virginia,3.29,31.75,14.46,5.17,70.36,1.47,7.62,1.03,0.01,0.31,0.69,12536
Virginia,1.69,37.89,4.02,5.54,80.49,1.96,6.97,1.02,0.01,0.3,0.71,14452
Virginia,2.86,33.05,2.04,5.32,82.77,1.64,7.21,1.02,0.03,0.19,0.8,14809
Virginia,1.75,30.11,10.51,4.86,75.69,1.52,6.41,1.01,0.11,0.14,0.76,13469
Virginia,1.7,25.1,17,4.6,71.4,1.3,4.7,1,0.02,0.49,0.5,12687
Virginia,2.3,25.8,16.1,4.7,71.4,1.4,5.5,1,0.01,0.38,0.58,12712
Virginia,1.4,23.4,5.2,5,81.9,1.3,5.6,1,0.02,0.45,0.55,14570
Virginia,2.36,28.4,10.75,5.02,75.87,1.48,5.88,1,0.02,0.41,0.57,13530
Virginia,2.22,30.17,6.42,5.24,79.4,1.7,6.24,1,0.05,0.32,0.63,14071
Virginia,2,29.6,9.1,5.2,77,1.5,6.3,1,0.01,0.28,0.73,13822
Virginia,1.96,35.09,3.66,5.4,81.23,1.74,6.97,1,0.02,0.32,0.66,14558
Virginia,4.5,28.5,7.9,5.2,77.1,1.5,7.3,1,0.01,0.56,0.48,13777
Virginia,4.3,30.4,4.4,5.6,79.8,1.7,7.5,1,0.01,0.3,0.71,14261
Virginia,3,31.6,2.3,5.5,81.8,1.6,7.8,1,0.02,0.26,0.76,14590
Virginia,3.7,30.9,8.4,5.7,75,1.5,8.4,1,0.01,0.15,0.8,13470
Virginia,4.4,27.5,8.6,5.1,74.9,1.7,8.7,1,0.02,0.24,0.72,13400
Virginia,2.7,36.9,3,5.7,80.1,1.5,8.7,1,0.01,0.21,0.79,14388
Virginia,3.3,35,4.5,5.5,78.3,1.5,9.2,1,0.01,0.62,0.42,14125
Virginia,2.09,32.72,6.25,5.2,78.67,1.55,7.36,0.97,0.11,0.17,0.69,14030
Virginia,2.18,33.51,1.66,5.38,82.31,1.67,8.02,0.96,0.04,0.27,0.65,14793
Virginia,4.49,32,9.63,5.31,73.67,1.3,9.13,0.96,0.04,0.31,0.61,13163
Virginia,1.35,17.33,23.67,3.66,66.97,1.05,3.7,0.95,0.03,0.63,0.29,11483
Virginia,1.66,24.79,3.08,4.84,84.93,1.7,4.51,0.94,0.02,0.3,0.62,14884
Virginia,2.96,32.5,3.74,5.45,81.21,1.62,7.04,0.94,0.11,0.15,0.68,14505
Virginia,2.35,33.28,3.98,5.24,80.18,1.66,8,0.94,0.06,0.18,0.7,14459
Virginia,8.22,27.48,3.37,5.45,75.13,1.46,13.65,0.94,0.01,0.27,0.66,13162
Virginia,1.58,31.4,8.25,5.03,77.6,1.62,6.55,0.93,0.04,0.1,0.78,13855
Virginia,1.53,37.36,4.04,5.47,80.31,1.54,7.71,0.93,0.02,0.2,0.71,14300
Virginia,2.61,25.9,7.22,4.98,80.02,1.46,5.4,0.92,0.11,0.21,0.6,14065
Virginia,1.99,31.08,5.57,4.97,79.26,1.61,7.67,0.92,0.08,0.18,0.66,14208
Virginia,1.2,15.3,16,4,74.8,1,3.3,0.9,0.01,0.26,0.6,12838
Virginia,0.8,17.6,12.4,4,78.4,1,3.3,0.9,0.01,0.38,0.47,13472
Virginia,2.5,18.9,10.7,4.3,77.8,1.3,5,0.9,0.01,0.29,0.56,13520
Virginia,3.67,15.94,28.23,3.6,61,0.85,5.42,0.9,0.01,0.56,0.33,10480
Virginia,2,26.6,3.2,5.1,83.6,1.6,5.6,0.9,0.01,0.24,0.68,14710
Virginia,2.4,29.2,5,5.1,81.7,1.5,5.7,0.9,0.01,0.28,0.57,14572
Virginia,3.4,25.1,6.3,4.9,80.8,1.3,5.8,0.9,0.01,0.25,0.6,14200
Virginia,2.9,26.8,5.5,5.1,81.2,1.4,5.9,0.9,0.01,0.14,0.71,14290
Virginia,2.6,30.2,3.2,5.3,83,1.5,6.1,0.9,0.01,0.22,0.65,14690
Virginia,2.57,27.24,7.22,5.1,79.03,1.58,6.22,0.9,0,0.23,0.58,14064
Virginia,2.8,28.8,10.3,5.1,76.1,1.3,6.3,0.9,0.01,0.29,0.59,13535
Virginia,1.52,39.18,3.12,5.53,82.34,1.7,6.41,0.9,0.02,0.26,0.62,14650
Virginia,1.6,33.5,6.6,5.2,79.4,1.4,6.5,0.9,0,0.36,0.54,14080
Virginia,2.2,31.8,5.7,5.6,79.6,1.6,6.7,0.9,0.01,0.33,0.55,14199
Virginia,3.07,28.65,4.3,5.3,80.95,1.61,6.9,0.9,0.11,0.13,0.66,14316
Virginia,2.2,30.8,11.1,5,74.4,1.5,7.1,0.9,0.01,0.36,0.52,13396
Virginia,3,28,8.8,5,76.9,1.3,7.1,0.9,0.03,0.24,0.59,13660
Virginia,3.9,29.9,4.6,5.5,80.2,1.6,7.1,0.9,0.01,0.43,0.46,14203
